roc_auc,pr_auc,accuracy,precision,recall,sensitivity,specificity,f1_score,mcc,balanced_accuracy,roc_auc_ci_low,roc_auc_ci_high,model
0.8007,0.434,0.6512,0.25,0.75,0.75,0.6351,0.375,0.2705,0.6926,0.652,0.9212,XGBoost + PSO
