run_seed,branch,feature,rank
507,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,23
507,clinical,Patient Primary Tumor Site_Peripheral Zone,24
507,clinical,Ct scan ab pelvis indicator_YES,25
507,clinical,Ct scan ab pelvis indicator_NO,26
507,clinical,Primary Tumor Laterality_Right,27
507,clinical,Tumor Level_Middle|Base,28
507,clinical,Tumor Level_Base,29
507,clinical,Tumor Level_Apex|Middle,30
507,clinical,Prior Cancer Diagnosis Occurence_Yes,31
507,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,32
507,clinical,Primary Therapy Outcome Success Type_Complete Remission/Response,33
507,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,34
507,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2,35
507,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,36
507,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",37
507,clinical,American Joint Committee on Cancer Tumor Stage Code_T2a,38
507,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N0,39
507,clinical,Race Category_WHITE,40
508,genomic,PRRG4,1
508,genomic,CDH16,2
508,genomic,HBE1,3
508,genomic,CARD19,4
508,genomic,ACVRL1,5
508,genomic,LCN10,6
508,genomic,TAOK3,7
508,genomic,GRM6,8
508,genomic,FAM138F,9
508,genomic,GTF3C6,10
508,genomic,PAXIP1-AS1,11
508,genomic,SAMHD1,12
508,genomic,TROAP,13
508,genomic,GABPB2,14
508,genomic,ZFP82,15
508,genomic,KIAA0141,16
508,genomic,MOV10L1,17
508,genomic,SLC34A3,18
508,genomic,LGALS8,19
508,genomic,FAM90A7P,20
508,genomic,BTBD7,21
508,genomic,PLEKHH1,22
508,genomic,KMT2E,23
508,genomic,FOXP1,24
508,genomic,ZNF512B,25
508,genomic,NAA40,26
508,genomic,UQCRC2,27
508,genomic,BAMBI,28
508,genomic,TSSK3,29
508,genomic,SDHAL2,30
508,genomic,PARP2,31
508,genomic,ACAP3,32
508,genomic,RAD51,33
508,genomic,STXBP4,34
508,genomic,PGM5-AS1,35
508,genomic,SLC25A39,36
508,genomic,PSMD10,37
508,genomic,KIAA0513,38
508,genomic,RAC2,39
508,genomic,MZF1,40
508,clinical,Person Neoplasm Status_WITH TUMOR,1
508,clinical,Tissue Retrospective Collection Indicator_NO,2
508,clinical,Year Cancer Initial Diagnosis,3
508,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_YES,4
508,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,5
508,clinical,Prior Cancer Diagnosis Occurence_No,6
508,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3b,7
508,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3a,8
508,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,9
508,clinical,Primary Therapy Outcome Success Type_Progressive Disease,10
508,clinical,Mri results_No Evidence of Extraprostatic Extension,11
508,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,12
508,clinical,Tumor Level_Middle|Base,13
508,clinical,Tumor Level_Apex|Middle|Base,14
508,clinical,Race Category_WHITE,15
508,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),16
508,clinical,American Joint Committee on Cancer Tumor Stage Code_T2c,17
508,clinical,American Joint Committee on Cancer Tumor Stage Code_T2a,18
508,clinical,Tumor Level_Apex|Base,19
508,clinical,Primary Tumor Laterality_Left,20
508,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,21
508,clinical,SEX,22
508,clinical,Gleason pattern primary,23
508,clinical,Race Category_BLACK OR AFRICAN AMERICAN,24
508,clinical,Primary Therapy Outcome Success Type_Stable Disease,25
508,clinical,Primary Tumor Laterality_Bilateral,26
508,clinical,Diagonstic MRI Result_YES,27
508,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),28
508,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],29
508,clinical,Diagonstic MRI Result_NO,30
508,clinical,Bone Scan Result_Normal (no evidence of prostate cancer) [cM0],31
508,clinical,Tumor Level_Apex|Middle,32
508,clinical,Tumor Level_Base,33
508,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",34
508,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,35
508,clinical,Cause of death source_Medical Record,36
508,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,37
508,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N1,38
508,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",39
508,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8500/3",40
509,genomic,CDC37,1
509,genomic,LQFBS-1,2
509,genomic,ASPA,3
509,genomic,FTSJ2,4
509,genomic,TMEM145,5
509,genomic,ASAP2,6
509,genomic,ACVRL1,7
509,genomic,LCN10,8
509,genomic,NDUFA5,9
509,genomic,ZNF324,10
509,genomic,SMYD4,11
509,genomic,LINC00671,12
509,genomic,SAMHD1,13
509,genomic,SEMA4A,14
509,genomic,INSIG1,15
509,genomic,MAPK11,16
509,genomic,ABHD5,17
509,genomic,MAGEL2,18
509,genomic,BCRP3,19
509,genomic,ZNF346,20
509,genomic,GPR1,21
509,genomic,FUNDC1,22
509,genomic,RAG1,23
509,genomic,BTG2,24
509,genomic,KIAA1508,25
509,genomic,ZNF512B,26
509,genomic,B2M,27
509,genomic,LPPR2,28
509,genomic,BRWD3,29
509,genomic,BMS1P4,30
509,genomic,KCNG1,31
509,genomic,PCED1A,32
509,genomic,DCAF4,33
509,genomic,PEG3-AS1,34
509,genomic,XRN2,35
509,genomic,SEC61G,36
509,genomic,TEDC2,37
509,genomic,SWSAP1,38
509,genomic,ASAH2C,39
509,genomic,FBXL16,40
509,clinical,Person Neoplasm Status_WITH TUMOR,1
509,clinical,Year Cancer Initial Diagnosis,2
509,clinical,Primary Tumor Laterality_Left,3
509,clinical,Person Neoplasm Status_TUMOR FREE,4
509,clinical,Gleason pattern secondary,5
509,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,6
509,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,7
509,clinical,Primary Therapy Outcome Success Type_Progressive Disease,8
509,clinical,Bone Scan Result_Equivocal,9
509,clinical,Primary Therapy Outcome Success Type_Complete Remission/Response,10
509,clinical,Patient Primary Tumor Site_Transition Zone,11
509,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",12
509,clinical,SEX,13
509,clinical,Tumor Level_Middle,14
509,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N1,15
509,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8500/3",16
509,clinical,Gleason pattern tertiary_4,17
509,clinical,Tissue Prospective Collection Indicator_NO,18
509,clinical,Race Category_BLACK OR AFRICAN AMERICAN,19
509,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",20
509,clinical,Gleason pattern tertiary_5,21
509,clinical,Gleason pattern tertiary_3,22
509,clinical,Patient Primary Tumor Site_Overlapping / Multiple Zones,23
509,clinical,Bone Scan Result_Normal (no evidence of prostate cancer) [cM0],24
509,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,25
509,clinical,Tumor Level_Apex|Middle|Base,26
509,clinical,Tumor Level_Apex,27
509,clinical,Tumor Level_Apex|Middle,28
509,clinical,Tissue Retrospective Collection Indicator_NO,29
509,clinical,Tissue Prospective Collection Indicator_YES,30
509,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,31
509,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,32
509,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,33
509,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,34
509,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2a,35
509,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2,36
509,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N0,37
509,clinical,American Joint Committee on Cancer Tumor Stage Code_T2a,38
509,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,39
509,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,40
510,genomic,C8orf58,1
510,genomic,LQFBS-1,2
510,genomic,ORC2,3
510,genomic,TFCP2,4
510,genomic,PLGLB2,5
510,genomic,ACVRL1,6
510,genomic,THBS2,7
510,genomic,HBE1,8
510,genomic,GRM6,9
510,genomic,KCNK12,10
510,genomic,PBLD,11
510,genomic,SAMHD1,12
510,genomic,SRP72,13
510,genomic,F3,14
510,genomic,GAD1,15
510,genomic,TRIM27,16
510,genomic,EIF2B2,17
510,genomic,SOX14,18
510,genomic,NDUFAF8,19
510,genomic,WNT9B,20
510,genomic,FLJ44635,21
510,genomic,LIMD2,22
510,genomic,DFNB42,23
510,genomic,LGALS8,24
510,genomic,MYH16,25
510,genomic,ANKRD39,26
510,genomic,OR2T33,27
510,genomic,ZNF512B,28
510,genomic,B2M,29
510,genomic,UGT2B15,30
510,genomic,SPATA41,31
510,genomic,NAA40,32
510,genomic,ZHX3,33
510,genomic,IL6,34
510,genomic,TEDC2,35
510,genomic,GPR1,36
510,genomic,RNF19A,37
510,genomic,CLECL1,38
510,genomic,PMAIP1,39
510,genomic,ARHGEF11,40
510,clinical,Person Neoplasm Status_WITH TUMOR,1
510,clinical,Tissue Retrospective Collection Indicator_NO,2
510,clinical,Patient Primary Tumor Site_Transition Zone,3
510,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3a,4
510,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,5
510,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,6
510,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,7
510,clinical,Prior Cancer Diagnosis Occurence_Yes,8
510,clinical,Gleason pattern tertiary_5,9
510,clinical,Lymph Node(s) Examined Number,10
510,clinical,Primary Therapy Outcome Success Type_Stable Disease,11
510,clinical,Patient Primary Tumor Site_Overlapping / Multiple Zones,12
510,clinical,Gleason pattern tertiary_4,13
510,clinical,Year Cancer Initial Diagnosis,14
510,clinical,Diagonstic MRI Result_NO,15
510,clinical,Gleason pattern primary,16
510,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",17
510,clinical,Primary Tumor Laterality_Bilateral,18
510,clinical,Tumor Level_Middle,19
510,clinical,Surgical Margin Resection Status_R0,20
510,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3b,21
510,clinical,SEX,22
510,clinical,Patient Primary Tumor Site_Peripheral Zone,23
510,clinical,Race Category_WHITE,24
510,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,25
510,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8500/3",26
510,clinical,Tumor Level_Base,27
510,clinical,Tumor Level_Apex|Middle,28
510,clinical,Tissue Prospective Collection Indicator_NO,29
510,clinical,Tissue Retrospective Collection Indicator_YES,30
510,clinical,Surgical Margin Resection Status_RX,31
510,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),32
510,clinical,Mri results_No Evidence of Extraprostatic Extension,33
510,clinical,Diagonstic MRI Result_YES,34
510,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],35
510,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,36
510,clinical,Cause of death source_Medical Record,37
510,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",38
510,clinical,American Joint Committee on Cancer Tumor Stage Code_T2c,39
510,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_YES,40
511,genomic,SH3RF2,1
511,genomic,C8orf58,2
511,genomic,RASSF2,3
511,genomic,KRTAP13-1,4
511,genomic,PLGLB2,5
511,genomic,NDUFA5,6
511,genomic,OR3A2,7
511,genomic,C17orf64,8
511,genomic,TROAP,9
511,genomic,RPS2P32,10
511,genomic,MAPK11,11
511,genomic,BEND7,12
511,genomic,FAM138F,13
511,genomic,BCRP3,14
511,genomic,SLC38A8,15
511,genomic,MOV10L1,16
511,genomic,LIMD2,17
511,genomic,DFNB42,18
511,genomic,LIG1,19
511,genomic,FLG,20
511,genomic,ANKRD39,21
511,genomic,SKAP1,22
511,genomic,FAM3B,23
511,genomic,SC5D,24
511,genomic,KIAA1508,25
511,genomic,GLIS2,26
511,genomic,LPPR2,27
511,genomic,ACTR5,28
511,genomic,UQCRC2,29
511,genomic,FOXN3,30
511,genomic,DCAF4,31
511,genomic,ZHX3,32
511,genomic,TEDC2,33
511,genomic,CALB1,34
511,genomic,PARP2,35
511,genomic,ACAP3,36
511,genomic,CENPF,37
511,genomic,ARHGEF11,38
511,genomic,SWSAP1,39
511,genomic,PPARGC1A,40
511,clinical,Person Neoplasm Status_WITH TUMOR,1
511,clinical,Person Neoplasm Status_TUMOR FREE,2
511,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8500/3",3
511,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,4
511,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_NO,5
511,clinical,Gleason pattern primary,6
511,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",7
511,clinical,Tissue Prospective Collection Indicator_YES,8
511,clinical,Primary Therapy Outcome Success Type_Progressive Disease,9
511,clinical,American Joint Committee on Cancer Tumor Stage Code_T2a,10
511,clinical,Surgical Margin Resection Status_RX,11
511,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,12
511,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N1,13
511,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,14
511,clinical,Cause of death source_Medical Record,15
511,clinical,Year Cancer Initial Diagnosis,16
511,clinical,Lymph Node(s) Examined Number,17
511,clinical,Tumor Level_Apex|Middle|Base,18
511,clinical,Tissue Retrospective Collection Indicator_YES,19
511,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_YES,20
511,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,21
511,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,22
511,clinical,SEX,23
511,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,24
511,clinical,Prior Cancer Diagnosis Occurence_Yes,25
511,clinical,Bone Scan Result_Abnormal (not related to prostate cancer),26
511,clinical,Primary Therapy Outcome Success Type_Stable Disease,27
511,clinical,Gleason pattern tertiary_5,28
511,clinical,Patient Primary Tumor Site_Peripheral Zone,29
511,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),30
511,clinical,Bone Scan Result_Equivocal,31
511,clinical,Ct scan ab pelvis indicator_YES,32
511,clinical,Tissue Prospective Collection Indicator_NO,33
511,clinical,Tumor Level_Apex|Base,34
511,clinical,Diagonstic MRI Result_YES,35
511,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],36
511,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2c,37
511,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2,38
511,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,39
511,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,40
512,genomic,C8orf58,1
512,genomic,TFCP2,2
512,genomic,ASAP2,3
512,genomic,CARD19,4
512,genomic,ACVRL1,5
512,genomic,THBS2,6
512,genomic,NDUFA5,7
512,genomic,TAOK3,8
512,genomic,KCNK12,9
512,genomic,SLC15A1,10
512,genomic,BOP1,11
512,genomic,LINC00671,12
512,genomic,RPS2P32,13
512,genomic,BEND7,14
512,genomic,EIF2B2,15
512,genomic,MAGEL2,16
512,genomic,ATP6V0A2,17
512,genomic,FUNDC1,18
512,genomic,VWA8,19
512,genomic,LIG1,20
512,genomic,LMNTD1,21
512,genomic,NUTF2,22
512,genomic,SOX2-OT,23
512,genomic,SKAP1,24
512,genomic,PTGER1,25
512,genomic,FAM3B,26
512,genomic,FOXP1,27
512,genomic,WNT9B,28
512,genomic,INHBE,29
512,genomic,GLIS2,30
512,genomic,UQCRC2,31
512,genomic,DCAF4,32
512,genomic,ZHX3,33
512,genomic,NXF1,34
512,genomic,CACNA1E,35
512,genomic,ARHGEF11,36
512,genomic,SENP8,37
512,genomic,ADRA1D,38
512,genomic,RSRC1,39
512,genomic,FBXO9,40
512,clinical,Person Neoplasm Status_WITH TUMOR,1
512,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,2
512,clinical,Year Cancer Initial Diagnosis,3
512,clinical,Prior Cancer Diagnosis Occurence_No,4
512,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T1c,5
512,clinical,Ct scan ab pelvis indicator_NO,6
512,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,7
512,clinical,Lymph Node(s) Examined Number,8
512,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,9
512,clinical,American Joint Committee on Cancer Tumor Stage Code_T2c,10
512,clinical,Primary Therapy Outcome Success Type_Progressive Disease,11
512,clinical,Bone Scan Result_Abnormal (not related to prostate cancer),12
512,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3a,13
512,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),14
512,clinical,Gleason pattern primary,15
512,clinical,Gleason pattern tertiary_4,16
512,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8500/3",17
512,clinical,Tumor Level_Middle|Base,18
512,clinical,Tissue Retrospective Collection Indicator_YES,19
512,clinical,Tumor Level_Apex|Middle,20
512,clinical,Race Category_BLACK OR AFRICAN AMERICAN,21
512,clinical,SEX,22
512,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,23
512,clinical,Tumor Level_Base,24
512,clinical,Gleason pattern tertiary_3,25
512,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_YES,26
512,clinical,Diagonstic MRI Result_NO,27
512,clinical,Surgical Margin Resection Status_RX,28
512,clinical,Primary Tumor Laterality_Bilateral,29
512,clinical,Patient Primary Tumor Site_Transition Zone,30
512,clinical,Patient Primary Tumor Site_Overlapping / Multiple Zones,31
512,clinical,Tumor Level_Apex|Middle|Base,32
512,clinical,Tumor Level_Apex|Base,33
512,clinical,Prior Cancer Diagnosis Occurence_Yes,34
512,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",35
512,clinical,Surgical Margin Resection Status_R0,36
512,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),37
512,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2a,38
512,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,39
512,clinical,Race Category_WHITE,40
513,genomic,C8orf58,1
513,genomic,LQFBS-1,2
513,genomic,RASSF2,3
513,genomic,MT1Q,4
513,genomic,TMEM145,5
513,genomic,ACVRL1,6
513,genomic,LCN10,7
513,genomic,THBS2,8
513,genomic,SNHG1,9
513,genomic,ANKRD20A11P,10
513,genomic,TAOK3,11
513,genomic,KCNK12,12
513,genomic,GRM6,13
513,genomic,TMEM52B,14
513,genomic,VGF,15
513,genomic,PAN2,16
513,genomic,GAD1,17
513,genomic,TROAP,18
513,genomic,INSIG1,19
513,genomic,ZFP82,20
513,genomic,EIF2B2,21
513,genomic,TREM2,22
513,genomic,OR4F29,23
513,genomic,PLEKHH1,24
513,genomic,STK38L,25
513,genomic,OR2T33,26
513,genomic,CEP95,27
513,genomic,ZNF512B,28
513,genomic,B2M,29
513,genomic,SPATA41,30
513,genomic,BMS1P4,31
513,genomic,SIM1,32
513,genomic,PRR3,33
513,genomic,IFI16,34
513,genomic,IL6,35
513,genomic,TEDC2,36
513,genomic,NXF1,37
513,genomic,ARHGEF11,38
513,genomic,SWSAP1,39
513,genomic,SENP8,40
513,clinical,Person Neoplasm Status_WITH TUMOR,1
513,clinical,Person Neoplasm Status_TUMOR FREE,2
513,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",3
513,clinical,Radical Prostatectomy Gleason Score for Prostate Cancer,4
513,clinical,Gleason pattern secondary,5
513,clinical,Tumor Level_Apex,6
513,clinical,Gleason pattern tertiary_3,7
513,clinical,Year Cancer Initial Diagnosis,8
513,clinical,Primary Therapy Outcome Success Type_Partial Remission/Response,9
513,clinical,Gleason pattern tertiary_4,10
513,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,11
513,clinical,Primary Tumor Laterality_Right,12
513,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2b,13
513,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T1c,14
513,clinical,Primary Therapy Outcome Success Type_Progressive Disease,15
513,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",16
513,clinical,Surgical Margin Resection Status_R0,17
513,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_YES,18
513,clinical,Mri results_No Evidence of Extraprostatic Extension,19
513,clinical,Tissue Retrospective Collection Indicator_YES,20
513,clinical,SEX,21
513,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,22
513,clinical,Tissue Retrospective Collection Indicator_NO,23
513,clinical,Gleason pattern tertiary_5,24
513,clinical,Patient Primary Tumor Site_Overlapping / Multiple Zones,25
513,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,26
513,clinical,Primary Tumor Laterality_Bilateral,27
513,clinical,Bone Scan Result_Normal (no evidence of prostate cancer) [cM0],28
513,clinical,Tumor Level_Middle|Base,29
513,clinical,Tumor Level_Apex|Base,30
513,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],31
513,clinical,Diagonstic MRI Result_NO,32
513,clinical,Surgical Margin Resection Status_RX,33
513,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,34
513,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2c,35
513,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2a,36
513,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2,37
513,clinical,Cause of death source_Medical Record,38
513,clinical,Primary Therapy Outcome Success Type_Complete Remission/Response,39
513,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3a,40
514,genomic,OR6B2P,1
514,genomic,NOS3,2
514,genomic,MRPS26,3
514,genomic,ORC2,4
514,genomic,ASAP2,5
514,genomic,CARD19,6
514,genomic,MOBP,7
514,genomic,SNHG1,8
514,genomic,TAOK3,9
514,genomic,GABPB2,10
514,genomic,ZFP82,11
514,genomic,BEND7,12
514,genomic,EIF2B2,13
514,genomic,MAGEL2,14
514,genomic,SLC34A3,15
514,genomic,VWA8,16
514,genomic,LGALS8,17
514,genomic,RAG1,18
514,genomic,BTBD7,19
514,genomic,PTGER1,20
514,genomic,ANKRD39,21
514,genomic,SKAP1,22
514,genomic,FAM3B,23
514,genomic,SC5D,24
514,genomic,TRIM15,25
514,genomic,SLITRK6,26
514,genomic,KIAA1508,27
514,genomic,NAA40,28
514,genomic,KCNG1,29
514,genomic,OR51F2,30
514,genomic,TSSK3,31
514,genomic,YTHDC2,32
514,genomic,PRR3,33
514,genomic,TEDC2,34
514,genomic,RNF19A,35
514,genomic,TMEM263,36
514,genomic,PGM5-AS1,37
514,genomic,PPARGC1A,38
514,genomic,SENP8,39
514,genomic,NBPF3,40
514,clinical,Person Neoplasm Status_WITH TUMOR,1
514,clinical,Gleason pattern tertiary_4,2
514,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T1c,3
514,clinical,Ct scan ab pelvis indicator_YES,4
514,clinical,Neoplasm Disease Lymph Node Stage American Joint Committee on Cancer Code_N1,5
514,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,6
514,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",7
514,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,8
514,clinical,Patient Primary Tumor Site_Overlapping / Multiple Zones,9
514,clinical,Gleason pattern tertiary_3,10
514,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3a,11
514,clinical,Tumor Level_Middle|Base,12
514,clinical,Mri results_No Evidence of Extraprostatic Extension,13
514,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),14
514,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,15
514,clinical,Primary Therapy Outcome Success Type_Progressive Disease,16
514,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2,17
514,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,18
514,clinical,Tissue Prospective Collection Indicator_YES,19
514,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_NO,20
514,clinical,SEX,21
514,clinical,Bone Scan Result_Normal (no evidence of prostate cancer) [cM0],22
514,clinical,Tumor Level_Apex,23
514,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T2a,24
514,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),25
514,clinical,Race Category_WHITE,26
514,clinical,Year Cancer Initial Diagnosis,27
514,clinical,Positive Finding Lymph Node Hematoxylin and Eosin Staining Microscopy Count,28
514,clinical,Primary Tumor Laterality_Bilateral,29
514,clinical,Patient Primary Tumor Site_Transition Zone,30
514,clinical,Primary Tumor Laterality_Right,31
514,clinical,Tissue Retrospective Collection Indicator_NO,32
514,clinical,Surgical Margin Resection Status_R0,33
514,clinical,Diagonstic MRI Result_YES,34
514,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,35
514,clinical,Bone Scan Result_Equivocal,36
514,clinical,Tissue Retrospective Collection Indicator_YES,37
514,clinical,Neoplasm American Joint Committee on Cancer Clinical Primary Tumor T Stage_T3b,38
514,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,39
514,clinical,Adjuvant Postoperative Targeted Therapy Administered Indicator_YES,40
515,genomic,CDC37,1
515,genomic,MRPS26,2
515,genomic,LACTB2,3
515,genomic,RGPD7,4
515,genomic,ATP6V0E2-AS1,5
515,genomic,ASPA,6
515,genomic,FTSJ2,7
515,genomic,DKFZp547O146,8
515,genomic,TAOK3,9
515,genomic,KCNK12,10
515,genomic,ZAQ,11
515,genomic,SMYD4,12
515,genomic,PAXIP1-AS1,13
515,genomic,SEMA4A,14
515,genomic,NPPC,15
515,genomic,GAD1,16
515,genomic,SUGT1P1,17
515,genomic,TREM2,18
515,genomic,CASP5,19
515,genomic,ATP6V0A2,20
515,genomic,VWA8,21
515,genomic,LIG1,22
515,genomic,FLG,23
515,genomic,ELP4,24
515,genomic,LGSN,25
515,genomic,PLEKHH1,26
515,genomic,KMT2E,27
515,genomic,SNCB,28
515,genomic,FOXP1,29
515,genomic,LPPR2,30
515,genomic,ACTR5,31
515,genomic,SNORA71D,32
515,genomic,NAA40,33
515,genomic,UQCRC2,34
515,genomic,CD300A,35
515,genomic,LOC399815,36
515,genomic,DCAF4,37
515,genomic,TEDC2,38
515,genomic,RAD51,39
515,genomic,SWSAP1,40
515,clinical,Year Cancer Initial Diagnosis,1
515,clinical,Gleason pattern primary,2
