RASSF2,ASPA,FTSJ2,TMEM145,DKFZp547O146,CARD19,CTRC,ZNF324,MUL1,BOP1,SP1,SUGT1P1,RPS2P32,ZFP82,EIF2B2,MAGEL2,BCRP3,RACH1,RC3H1,FUS,TXNDC11,ZNF512B,GLIS2,AFF3,SPATA41,BRWD3,BMS1P4,NAA40,EIF5B,BAMBI,PHACTR4,DCAF4,IFI16,PARP2,ANKRD45,TMEM258,SLC5A7,MZF1,CLECL1,NBPF3,KLK3,KLK2,ACPP,TMPRSS2,AR,NKX3-1,STEAP2,FKBP5,CAMKK2,MKI67,TOP2A,CCNB1,CCNE1,CDK1,AURKA,BIRC5
0.67446,0.0,1.35398,0.0,3.01691,0.421502,0.0,0.357829,0.582673,1.60054,5.83302,0.115218,0.143075,0.301792,1.22024,0.0352045,0.159528,0.100644,3.05774,3.40036,2.27055,1.57459,0.431239,1.75336,0.0232905,1.46493,1.35507,1.08005,2.94181,3.93556,2.1238,0.363517,0.868513,1.44829,0.188707,0.0,0.0,0.661644,0.0249434,0.628819,60.5187,1.53888,1.11902,8.62138,9.55418,49.2588,7.35102,16.2133,8.80634,3.62535,4.20898,1.75789,0.241421,4.84665,1.26629,1.78114
2.01105,0.201544,1.29019,0.0,4.92421,1.10575,0.0823639,1.00033,1.04272,0.988805,4.76291,0.107119,0.0,0.444807,1.41424,0.0513234,0.836551,2.078,3.55014,6.79685,2.42352,1.36327,2.29086,1.10553,0.12255,1.37362,0.673036,1.07697,2.34953,0.515027,2.32662,0.321026,3.10221,0.905223,0.199824,0.0,0.0520225,2.38275,0.0862282,0.814674,181.384,31.1266,58.8303,4.20484,4.05327,14.7418,9.18195,6.96643,3.77578,0.316219,0.146704,0.317084,0.044227,0.376873,0.278066,0.0
1.571,0.472927,1.36672,0.0193118,3.41403,0.742136,0.0687973,1.01275,0.971976,1.10505,4.33795,0.128852,0.221518,0.478511,1.5058,0.0836418,0.24416,1.67237,3.25452,4.68797,1.90001,1.14311,0.93445,7.71832,0.0433287,1.48264,1.0164,0.84346,4.2197,0.24325,2.41302,0.611619,2.11389,0.582938,0.152943,0.00884123,0.108889,1.26149,0.0372768,0.93519,336.864,87.4481,60.6929,28.5914,8.39535,43.8051,20.0005,18.4663,16.3494,0.181371,0.340418,0.290419,0.147392,0.220271,0.291434,0.211369
0.925069,0.16197,0.696101,0.0,3.57233,0.574429,0.0,1.24079,0.709271,0.760057,3.61118,0.230435,0.127797,0.102808,0.874935,0.0126668,0.509419,3.64126,2.70973,4.06313,1.52143,1.03892,0.854068,2.14794,0.0205029,0.816018,1.46784,0.784375,1.72848,0.335325,1.53964,0.102092,0.96019,0.725861,0.219961,0.0,0.0,1.21043,0.0,0.558612,735.278,102.542,134.038,17.6824,2.92305,34.8852,22.9513,6.80739,7.34643,0.124309,0.0661793,0.0823885,0.0385273,0.0786713,0.232563,0.0692018
0.54124,0.0,0.565333,0.187694,1.52536,0.377017,0.0,0.818963,0.756227,0.609838,1.9219,0.110821,0.0606682,0.170472,0.577615,0.0209701,0.0201778,0.286867,0.860002,2.42164,2.05784,1.07317,0.263397,2.63657,0.0,0.417462,0.49972,0.660923,1.26463,1.43618,1.08452,0.209465,0.473346,0.218815,0.067584,0.0,0.0135802,1.51935,0.0,0.480796,362.67,139.465,127.049,35.395,4.62618,24.1082,16.7256,5.85192,13.3182,0.398169,0.354924,0.482924,0.107251,0.290763,0.135805,0.162466
0.589155,0.425646,0.441377,0.0174074,1.44126,0.483012,0.0585485,0.766389,0.777575,0.585069,2.23484,0.0560363,0.0589273,0.300897,0.599199,0.0801536,0.0796384,2.18179,1.40957,2.48068,1.29091,1.18182,1.07012,1.54517,0.0551728,0.38678,0.785008,0.697258,1.36944,0.322895,1.43381,0.136402,1.27122,0.640437,0.28032,0.0,0.0,1.01493,0.0,0.365582,132.356,42.5266,27.2099,14.9108,2.99183,14.1264,7.30492,2.68597,3.81135,0.0840496,0.0832891,0.0862206,0.0503366,0.182646,0.0661568,0.0144613
1.1687,0.0,0.718045,0.0,1.60178,0.328187,0.0,0.660458,0.935759,0.959288,2.55774,0.0467092,0.0588646,0.204111,0.469933,0.00523454,0.318947,0.780321,1.94048,1.99348,2.13441,0.617686,0.717046,5.69048,0.01457,0.586818,0.529499,0.529347,2.90443,2.05296,1.51223,0.359894,0.710581,0.478056,0.0403274,0.0194116,0.097826,1.00553,0.0,0.428313,318.708,81.6042,41.6695,28.5322,3.97209,37.2925,22.5134,8.0373,6.21176,0.484417,0.323575,0.238446,0.0689222,0.226562,0.0958851,0.200667
1.33706,0.141133,0.82717,0.0363114,2.12489,0.318128,0.0,0.599092,1.09707,0.633518,2.52189,0.111299,0.0663836,0.210813,0.77453,0.0427292,0.153384,0.32825,1.85075,2.31745,2.27668,0.671205,0.629442,0.929872,0.0193316,0.511455,0.40824,1.02793,1.91034,0.609975,1.34923,0.27367,1.0444,0.431348,0.259975,0.0,0.0,1.79854,0.0,0.529325,286.127,67.1512,61.3267,14.0559,3.1427,40.6888,16.4334,2.9708,5.54904,0.0593582,0.0862981,0.065163,0.01783,0.0798636,0.0162803,0.0282621
0.606676,0.0,1.30244,0.0,2.34347,0.182367,0.0,0.526618,0.547591,0.356174,2.58238,0.152881,0.187702,0.121011,0.711905,0.0260014,0.0,0.0563634,1.44314,1.65918,2.65986,0.757701,0.184259,1.62664,0.00756398,0.697922,0.463846,0.489011,1.973,2.25898,1.29781,0.139441,0.349696,0.350366,0.0318528,0.0,0.0420721,0.903022,0.0,0.630941,802.508,67.0825,268.392,24.6772,4.17688,42.7852,51.3104,2.92092,12.0542,0.365609,0.18107,0.199391,0.0588145,0.190549,0.0949394,0.319219
1.57343,0.440543,0.820137,0.061053,2.53163,0.0,0.0,0.511634,0.191613,0.682301,3.31771,0.158186,0.0925821,0.0968963,0.0881833,0.0,0.189167,0.735364,2.37721,2.55491,1.71489,1.08468,0.429307,0.718325,0.0616462,0.582634,0.867007,0.728528,2.64141,0.501695,1.77735,0.613992,0.799284,0.264089,0.0361559,0.0,0.113489,0.588365,0.0,0.698198,711.227,91.9663,175.249,27.1888,2.91491,54.4133,26.2555,8.07154,9.3307,0.378853,0.224792,0.0,0.0,0.0603324,0.264628,0.0696955
0.267904,0.0470786,0.767017,0.0872943,1.88315,0.201574,0.0,1.3748,0.36723,1.60458,1.9752,0.2012,0.264382,0.1826,0.359596,0.0,0.0341791,0.119456,1.74488,1.95771,1.62908,0.688693,0.276611,1.50326,0.018216,0.546309,0.575003,0.667254,1.39469,0.879109,1.21142,0.27751,0.226405,0.24095,0.0968071,0.0,0.0290977,0.885945,0.0262428,0.530612,254.565,60.5048,32.3641,40.0215,4.28238,16.4545,36.2753,5.24911,15.2848,0.142718,0.185283,0.194882,0.062114,0.0771487,0.0755859,0.143779
0.261293,0.0,0.764155,0.400655,1.92671,0.459268,0.0,0.65985,0.612679,0.445962,2.13725,0.183017,0.0,0.223943,0.626554,0.0304746,0.0,0.0929202,1.52587,1.63413,2.3476,0.463999,0.0505478,3.06865,0.0,0.562623,0.574701,0.572281,2.05968,0.365547,1.44894,0.216593,0.286249,0.286106,0.0134803,0.0,0.0,1.1467,0.0,0.655927,518.003,89.6302,308.456,60.9489,3.16153,53.2009,27.8497,6.47072,9.2455,0.137631,0.0301736,0.104933,0.0641625,0.0932198,0.08388,0.0675964
0.526155,0.0348885,0.526317,0.0319087,1.3158,0.291626,0.0,0.586489,0.958187,0.619494,2.43262,0.289418,0.0,0.305578,0.526172,0.0199737,0.0368283,1.80414,1.38894,2.39506,2.49066,0.698312,0.311203,10.0822,0.015934,0.543436,0.502591,0.77332,1.99794,0.28191,1.40412,0.298409,0.755413,0.423986,0.122652,0.0,0.00890702,0.895983,0.0,0.519754,361.015,90.781,57.3248,25.6054,5.78402,34.1346,21.1527,7.63467,9.80949,0.165248,0.20453,0.166516,0.16832,0.0571762,0.110902,0.116353
2.28964,0.0244008,0.618716,0.0,3.55652,0.458184,0.0,1.23577,0.802778,0.119532,4.355,0.677509,0.271861,0.356621,0.320607,0.00976216,0.168978,1.72961,2.52741,2.6065,3.30381,0.664672,1.89977,5.24432,0.00970604,1.22721,0.931665,0.835767,2.67886,0.700777,2.06289,0.0850802,3.72443,0.457151,0.0950692,0.0,0.0109243,0.960507,0.208787,0.722516,274.626,54.363,68.235,17.4807,2.36729,16.5224,20.709,10.6358,7.18162,0.34391,0.22046,0.0,0.0,0.186125,0.0739307,0.34636
0.986774,0.247977,0.919859,0.0737501,3.43981,0.676003,0.0526203,0.969526,0.939466,0.567349,5.03962,0.457883,0.11081,0.430881,0.913236,0.0284268,0.135215,3.59343,3.3468,3.2954,2.0524,0.874519,1.12487,3.93617,0.0409484,1.46329,0.672005,0.749157,2.55887,0.470365,1.56135,0.264217,3.47901,0.61078,0.054229,0.0,0.0659653,1.08042,0.0357899,0.47057,229.175,43.1717,108.718,14.1454,2.30371,11.9237,11.0056,3.96935,9.84207,0.0707605,0.0643543,0.0949328,0.0567686,0.139525,0.135857,0.0189496
0.769643,0.0729343,1.01836,0.204586,2.13837,0.719161,0.0256078,0.777203,1.21216,2.40098,2.77463,0.0894817,0.12823,0.413157,1.29359,0.00884234,0.235051,0.634797,2.12356,3.67531,2.2365,1.48567,0.905991,2.02731,0.0450978,0.944772,0.64676,0.829021,2.52568,0.19694,1.93432,0.416209,1.05374,0.800001,0.110023,0.0,0.0,1.88949,0.0732748,0.51008,221.806,109.404,68.8817,22.5749,4.7956,33.9222,14.629,13.0569,4.46308,0.416057,0.69967,0.685215,0.125168,0.213063,0.444313,0.473439
1.21098,0.129182,0.68892,0.0510922,1.91654,0.487044,0.0,0.823748,0.896452,0.790911,3.03393,0.210006,0.264927,0.313922,0.41856,0.0259526,0.135729,1.31722,1.99196,2.84362,1.42158,0.972023,0.848144,1.24075,0.0427765,0.845741,0.875968,0.705823,1.53503,0.304377,1.29224,0.251514,2.13087,0.460749,0.0553647,0.0,0.0328386,1.55472,0.0,0.360444,190.661,49.6087,38.8702,15.4146,1.7169,20.6016,8.12173,10.6496,3.7968,0.367281,0.254001,0.0953494,0.0806446,0.62542,0.154167,0.169616
0.671652,0.0,0.724652,0.0278916,1.70747,0.443541,0.0761456,0.573061,0.711796,0.521389,1.71705,0.133686,0.0999859,0.164814,0.527223,0.0634005,0.0511753,2.08848,1.45216,2.6393,1.46505,0.818721,0.853692,1.39095,0.0335697,0.632588,0.656688,0.667731,1.69918,0.260825,1.28765,0.250956,0.951384,0.269931,0.29874,0.0,0.0467094,1.01836,0.0,0.421737,111.609,44.2038,75.9053,29.6418,3.00976,22.6033,12.6391,10.2004,4.95811,0.178451,0.265357,0.316653,0.029151,0.0462707,0.213942,0.146999
3.19788,0.245987,0.849119,0.0354427,2.1541,0.477981,0.0,0.714907,0.709261,0.688268,3.2327,0.258153,0.0639507,0.374375,1.01698,0.040828,0.143252,0.506918,2.56453,3.58064,1.4498,0.906799,0.934328,1.3909,0.0335747,0.919313,0.721816,0.873057,2.92588,0.415363,1.8029,0.232008,2.08184,0.764415,0.148802,0.0,0.0374455,1.21276,0.0196765,0.440059,229.765,67.075,47.589,12.1999,2.85081,26.0858,14.5985,5.1368,6.68336,0.139155,0.141799,0.0895031,0.0635473,0.0338744,0.109702,0.0972813
0.738293,0.0511842,0.559741,0.115368,1.78145,0.451274,0.0,1.5214,0.653762,0.8578,2.89363,0.263188,0.164457,0.432624,0.696551,0.0877986,0.240424,0.766066,2.29852,3.0494,1.91734,0.792291,0.493287,4.03562,0.0879965,0.871254,0.775716,0.849824,2.01605,0.916857,1.62252,0.272243,1.94232,0.586391,0.196496,0.0738286,0.0771372,1.25468,0.15896,0.454418,178.119,62.6051,84.1909,20.2556,3.01332,19.0828,16.9813,6.65429,13.5439,0.37075,0.390253,0.179722,0.0236838,0.331315,0.243831,0.148485
1.48041,0.108749,0.999067,0.0184041,3.29035,0.374621,0.0,0.850145,0.929009,1.13967,3.96338,0.250102,0.172378,0.562698,1.19511,0.0282388,0.536913,0.279071,2.8112,4.00972,2.16614,1.23234,1.23879,1.36831,0.0,1.22581,1.1329,1.05523,3.06196,0.974907,2.30991,0.424951,1.55514,0.737492,0.1024,0.0,0.060819,2.06083,0.0781228,0.62683,441.07,85.7601,39.7644,25.8747,4.60997,60.1771,27.5966,9.87791,3.96988,0.514988,0.248954,0.14606,0.0451555,0.160262,0.255753,0.449669
0.503106,0.0489899,1.31115,0.0,4.23817,1.07981,0.0,1.57682,1.05101,1.08891,4.14847,0.183179,0.175833,0.208345,0.721752,0.0,0.516746,1.60715,3.76467,3.60117,2.95864,1.21862,0.676104,1.60571,0.0,1.31653,0.696172,0.842035,3.16994,0.760357,1.75766,0.275112,1.06555,0.424578,0.189699,0.0,0.0112976,2.06029,0.0,0.726508,599.219,88.1258,55.9459,15.4341,5.449,37.7953,32.849,8.74256,11.5922,0.655376,0.370512,0.213258,0.109289,0.355194,0.203773,0.203007
0.998864,0.189006,0.715855,0.0,2.5236,0.336927,0.0315784,0.854417,0.729167,0.585387,3.49982,0.237436,0.103669,0.353787,0.890172,0.0167608,0.0199416,1.80579,2.64595,3.60356,2.53933,0.810476,0.641234,2.02219,0.0207435,0.824705,0.697205,0.806679,3.60341,0.831912,1.40357,0.401946,2.7163,0.553539,0.108767,0.0,0.0216822,0.674539,0.0125081,0.389592,96.5579,30.4771,28.4401,17.0376,2.09368,18.8071,15.1386,8.59128,6.19064,0.710536,0.825497,0.346801,0.0665338,0.983684,0.158611,0.345378
1.05769,0.087714,0.660904,0.0,3.57139,0.851842,0.0,0.741641,0.956704,0.637783,4.0844,0.469947,0.0,0.138709,0.939936,0.114306,0.681604,2.32784,3.29427,3.58673,2.44405,1.03194,0.731122,2.61314,0.0,1.04222,1.2679,1.35691,2.68872,0.202939,2.38018,0.360298,2.18587,0.871442,0.217881,0.0,0.0,1.66777,0.0,0.887334,374.855,88.9562,204.333,22.6469,3.99445,54.474,23.1541,7.0242,3.61457,0.174704,0.293929,0.124685,0.0,0.0,0.122319,0.0878973
1.21594,0.0,0.860233,0.0555402,1.57494,0.493561,0.0,0.542718,0.494425,0.533101,1.99457,0.0,0.0,0.527048,0.724955,0.0,0.255471,0.980431,1.17088,2.1119,1.39166,0.957793,1.02235,1.4591,0.0284409,0.458211,0.61262,0.428682,1.38496,0.128076,1.24094,0.32863,1.3597,0.387934,0.215177,0.0,0.0,1.00357,0.0,0.375198,197.481,62.4941,22.7975,11.1522,1.6897,9.47861,10.9328,3.9606,2.39343,0.104694,0.0548089,0.212567,0.0,0.169594,0.107837,0.09433
0.308165,0.0,0.430955,0.0,0.854245,0.263891,0.0,0.371519,0.578162,0.488407,0.925014,0.184642,0.0979581,0.1327,0.486578,0.0,0.19578,0.856885,0.751637,1.24509,0.745441,0.460039,0.291263,2.17296,0.0,0.172753,0.41427,0.151557,0.903181,0.265906,0.69292,0.202492,0.320872,0.263416,0.0,0.0,0.0,0.686772,0.0,0.318988,125.024,52.3001,25.522,13.498,1.80772,14.0462,4.25112,2.6824,2.33964,0.113186,0.190991,0.144438,0.0563326,0.251871,0.0,0.0955164
0.34732,0.0,0.545359,0.0,1.49376,0.224269,0.0,0.312447,0.620724,1.01071,2.19572,0.0,0.0,0.0610824,0.631663,0.0208615,0.311986,0.527294,1.20508,2.54534,1.20537,0.60702,0.501586,3.24071,0.0330582,0.446728,0.84729,1.29803,2.43922,0.147079,1.3936,0.318635,1.07005,0.318704,0.258376,0.0,0.0,1.13126,0.0759001,0.821285,256.886,61.8642,12.5779,16.3836,3.95909,41.2442,15.8205,4.11481,4.81287,0.361775,0.555701,0.20957,0.0,0.393116,0.266617,0.052271
2.3541,0.127335,0.787297,0.0,4.12801,0.288712,0.0,1.66301,1.13206,0.362776,4.27579,0.145329,0.208218,0.510732,1.48981,0.0520008,0.325932,4.01218,2.81504,4.26139,1.35867,1.25889,1.89149,1.12531,0.0861894,1.48431,0.957342,0.822032,3.23777,1.51574,1.49405,0.245883,3.39937,0.78376,0.32457,0.0,0.31513,0.977375,0.432084,0.534778,58.022,11.1772,20.6352,3.1368,4.24487,18.1861,16.4891,5.0216,2.11958,0.0757101,0.089686,0.114505,0.0,0.110848,0.0609521,0.0
0.603648,0.0824902,0.666977,0.0,1.37229,0.273409,0.0,0.445897,0.756113,0.325363,2.34639,0.147363,0.291959,0.303156,0.498844,0.129939,0.55692,1.11901,1.47216,1.79298,1.02156,0.558586,0.222519,2.80889,0.30213,0.604836,1.10396,0.81755,1.6316,0.105541,1.75184,0.260471,1.29476,0.372278,0.516039,0.0598312,0.0877386,0.534686,0.483225,0.466031,268.148,47.7864,32.6947,15.3789,1.94173,18.2332,20.2865,12.8306,6.09689,0.245376,0.249157,0.0466974,0.089463,0.400246,0.315324,0.113002
0.541905,0.0,0.195732,0.0795489,2.50663,0.134593,0.0,1.71487,0.534104,1.24486,2.20047,0.0,0.0,0.313208,0.126343,0.0757099,0.357883,0.595359,1.73229,2.30802,2.18904,0.84526,0.429378,3.68741,0.0281667,0.70189,0.871121,0.688343,2.5612,1.26867,1.34519,0.0840654,0.597724,0.52345,0.265504,0.0,0.0448504,1.35048,0.0,0.84295,499.119,79.5904,204.715,37.8173,2.80006,23.9088,32.9017,6.89917,21.5553,0.13463,0.172623,0.156212,0.220254,0.283111,0.0,0.243776
0.985634,0.233675,0.571575,0.0551978,2.942,0.352908,0.0,2.02257,0.575904,0.57238,3.51896,0.820431,0.489636,0.382894,1.41522,0.0506357,0.255463,3.58837,2.56503,3.0968,2.0511,1.00942,1.01416,1.8195,0.151365,1.02847,1.12187,0.829428,2.3513,0.404148,1.78747,0.387966,1.42085,0.498895,0.407749,0.07949,0.0,1.44658,0.0,0.242372,330.933,86.7746,109.715,17.974,3.08493,23.219,19.7773,9.97384,6.13232,0.0836838,0.0190506,0.0559891,0.0,0.509108,0.127133,0.0
1.66397,1.12441,0.173916,0.0,4.67481,0.0,0.0,0.449273,0.603429,1.39172,5.05495,0.0,0.0,0.340548,1.65154,0.0,1.68439,0.0530705,3.05405,4.68391,1.68695,0.866856,0.784794,1.81549,0.0,1.72813,0.832728,0.672679,3.34027,0.717549,2.28778,0.0,1.42519,0.590541,0.0,0.0,0.0,0.660987,0.0,1.72336,188.248,15.0358,44.6039,29.6481,2.86422,20.9772,36.7399,4.58908,5.27685,0.229306,0.193795,0.0,0.416002,0.0,0.0,0.0929186
0.949681,0.0,0.0,0.0,1.16018,0.0,0.0,1.36387,0.364862,0.247421,1.92533,0.413293,0.0,0.54869,0.428049,0.139466,0.213043,1.55933,1.13764,1.5096,0.853671,0.909522,0.354371,0.571145,0.0,0.95817,0.581445,0.799931,1.01661,0.0,1.18235,0.0812788,1.51507,0.876633,0.030475,0.0,0.0,1.09558,0.0,0.425331,244.229,42.2383,13.1719,14.7189,1.43317,10.3388,9.55654,5.81123,4.00752,0.242016,0.570656,0.0,0.434627,0.285527,0.126766,0.187281
2.90589,0.153278,0.850093,0.0823148,3.69809,0.513371,0.0,0.855719,1.69125,0.885397,3.206,0.533233,0.4079,0.538993,1.30909,0.0802661,0.362045,0.277509,3.09204,4.05368,2.94806,1.30521,0.782411,0.892584,0.0119681,0.998212,0.744235,1.08465,2.81706,0.701953,1.84156,0.311669,0.726649,1.03996,0.387091,0.0,0.0136233,2.52294,0.0739247,0.92813,430.041,118.072,422.889,29.528,4.02978,71.013,24.0428,7.5728,15.1394,0.315743,0.122195,0.0,0.081687,0.554296,0.18952,0.0
1.61222,0.356416,0.841668,0.0,2.83362,0.671106,0.0,2.28275,0.85554,0.616204,2.57119,0.0,0.0,0.578432,0.363675,0.305182,1.23666,0.378921,2.56079,3.22158,1.85395,1.60118,0.315732,2.12627,0.0,0.899224,1.18223,2.26785,2.20381,2.4147,1.62155,0.623285,0.412561,0.662554,0.0,0.0,0.0,1.23489,0.0,0.372753,812.613,79.6977,108.902,22.3569,3.43303,26.3624,20.5564,9.64099,12.186,0.509466,0.907807,0.600289,0.0,2.1085,0.0519868,0.114377
0.641653,0.0,0.35245,0.0,2.4703,0.315788,0.0,1.06646,0.351323,0.498256,3.07719,0.0,0.0,0.363279,0.564517,0.0711768,0.600863,1.33907,2.09143,2.0399,1.12447,0.745527,0.839677,1.25273,0.0,0.774316,0.434061,0.583893,1.28864,0.611032,1.51898,0.169919,0.815499,0.540004,0.170356,0.0,0.0,1.10519,0.0439824,0.89951,740.446,61.1861,50.7627,31.2546,3.5853,26.6546,32.6055,2.58537,9.20106,0.18368,0.188765,0.114785,0.0,0.0536197,0.496566,0.0288298
0.879178,0.0,0.40058,0.0,1.39631,0.359915,0.0,1.24915,0.0748929,0.173745,3.63438,0.422395,0.598718,0.0,0.195166,0.0,0.602033,5.25889,2.746,3.23435,1.86737,0.610121,0.708724,3.66276,0.241666,0.930128,0.427806,0.920707,1.91374,0.378153,1.37412,0.117763,4.3306,0.641789,0.0732756,0.0,0.0436804,1.14143,0.167201,0.400151,244.628,41.4248,89.2417,18.6702,1.98514,12.1791,10.4552,4.6127,2.99643,0.0905013,0.181732,0.0,0.0,0.194308,0.0381666,0.0204372
0.0971524,0.568497,0.234013,0.035395,0.552811,0.16289,0.157485,0.335165,0.426237,0.109938,1.03289,0.36073,0.0259114,0.668867,0.277455,0.0973166,0.0574149,0.531727,0.797435,0.848855,0.848912,0.272581,0.287302,2.22596,0.229765,0.391055,1.07627,0.418672,1.26606,1.02369,0.979864,0.112815,0.276886,0.177354,0.672148,0.16636,0.239799,0.31551,0.523439,0.567268,186.952,41.1188,19.7572,20.1651,0.770978,6.21177,4.37885,2.98186,1.783,0.203311,0.214639,0.227985,0.0290283,0.753819,0.317404,0.44213
0.645625,0.0571581,0.830116,0.0991224,3.03242,0.10483,0.0,0.700015,0.585044,0.304889,4.31311,0.163819,0.17879,0.638077,0.874549,0.0531369,0.429166,0.260605,4.03957,3.70942,2.75764,0.624639,0.227695,1.01181,0.0189619,1.05593,0.452017,0.896499,2.40626,0.828608,1.38469,0.217567,0.915966,0.354038,0.0726883,0.0170468,0.00634305,1.57843,0.0289898,0.735794,843.009,110.682,64.8782,41.6253,4.85588,55.6486,34.261,3.60222,11.5904,1.52371,0.290925,0.376186,0.0584087,0.293042,0.230355,0.21357
1.35519,0.104644,0.774942,0.0475477,2.62922,0.562195,0.0819802,2.0162,0.678167,0.626642,3.77424,0.367112,0.217018,0.258387,0.547809,0.00748208,0.0557024,1.41317,3.80112,5.31746,2.35665,0.874322,0.566946,7.25332,0.0621604,1.40241,0.657651,1.03121,3.06692,1.54467,2.18748,0.187624,1.84682,0.728098,0.279438,0.0,0.0751979,1.06406,0.0562679,0.74271,514.317,71.3249,357.319,29.2275,2.91918,30.5638,19.9174,19.9304,35.8,0.517115,0.373761,0.170991,0.127043,0.714622,0.154725,0.190632
1.91065,0.0,1.14571,0.150413,2.45549,0.686891,0.0,1.69649,1.44009,1.26549,4.18424,0.333262,0.170975,0.303515,1.38028,0.0,0.0,2.24841,2.95715,4.08638,3.03051,1.2393,1.07088,1.71666,0.0,1.29746,0.931846,1.13512,2.04207,0.35814,1.57817,0.113913,2.14587,0.490475,0.130839,0.0,0.0,2.82508,0.0764263,0.433424,205.95,69.1134,90.501,17.046,3.4243,30.9694,11.7142,7.68064,4.50836,0.158228,0.13431,0.130603,0.148972,0.0,0.0654315,0.0
0.740779,0.167576,1.1255,0.0574888,1.9178,0.707312,0.0,0.87433,1.02296,1.09335,2.88062,0.0,0.197364,0.446266,0.568445,0.0177735,0.0675157,1.18955,1.58685,3.21009,1.86723,0.953411,0.756088,1.67517,0.0299089,0.570244,0.550455,0.936819,1.97591,0.666342,1.38353,0.16659,1.33253,0.706679,0.138719,0.0,0.0,1.80632,0.0,0.320522,324.428,80.4317,118.39,16.0299,2.95661,28.671,16.0442,8.54399,3.65756,0.157497,0.21585,0.0700096,0.0,0.156457,0.138578,0.183446
0.687644,0.112358,0.730039,0.0800793,2.31537,0.712434,0.0,1.72235,0.802947,0.630046,3.00862,0.0,0.731456,0.388528,0.284723,0.0367481,0.0,4.9398,3.14189,3.46892,2.44981,0.918984,0.568081,8.76607,0.142001,1.01957,1.05261,1.47275,2.50491,0.179623,1.49547,0.13907,1.2894,0.99457,0.027102,0.0,0.0,1.50184,0.0,0.623156,286.892,83.1597,303.535,25.1803,4.25888,29.9352,19.5195,12.9126,11.7266,0.297084,0.172283,0.179747,0.0,0.427235,0.08279,0.0270994
0.899431,0.256191,0.687201,0.0,2.84297,0.356437,0.0,1.48263,1.11683,0.811421,3.95076,0.0,0.0588414,0.452558,0.848135,0.0840825,0.0,4.81782,2.77933,4.21103,1.56304,1.61867,0.723059,2.24599,0.355295,0.987033,1.24541,1.72729,2.86513,0.307646,2.22238,0.422238,2.15035,1.15691,0.0887499,0.0,0.0324284,2.04156,0.0,0.426554,161.854,35.0715,128.584,41.6823,3.59742,37.6046,22.4242,5.58285,8.73121,0.296849,0.194525,0.349209,0.086611,0.178029,0.174468,0.0999741
0.592896,0.0,0.555524,0.0950914,2.16313,0.656834,0.0,3.19949,0.838695,1.16277,3.039,0.0,0.433414,0.39818,0.705816,0.025746,0.111721,0.238818,2.18222,2.92168,4.06412,0.762005,0.590714,7.28238,0.178853,0.930002,0.51651,0.46251,2.94783,4.90397,1.4645,0.403082,1.15749,0.452968,0.0826777,0.0,0.0765822,1.64527,0.0,0.487344,432.773,65.8556,215.705,24.0358,2.49546,21.4956,16.7586,13.0257,29.0391,0.1598,0.0939329,0.0,0.0392452,0.134689,0.310413,0.14253
1.18936,0.0693831,0.835387,0.247755,2.91954,0.559036,0.0,0.868159,0.684258,1.01255,2.88682,0.055543,0.158377,0.488138,0.526022,0.0484245,0.143832,0.124552,3.0199,4.24151,2.34864,1.10408,0.31776,11.6629,0.129476,1.08396,0.668297,1.36131,2.14044,0.0346387,2.1164,0.242729,0.689321,0.809351,0.227264,0.0156616,0.039708,2.01079,0.0535706,0.58767,260.635,53.5967,29.0046,72.8444,3.42625,41.1327,42.862,7.92168,15.5092,0.376694,0.846723,0.397196,0.218733,0.595091,0.459128,0.279617
0.973175,0.398157,0.898115,0.0,2.08683,0.0927676,0.0,0.334977,0.779079,0.496877,2.64673,0.425344,0.03295,0.3774,0.621525,0.0928389,0.292016,0.427925,2.05275,1.53223,1.40835,0.600955,0.814278,1.52209,0.0467449,0.94143,0.562069,0.676858,1.98685,0.566102,1.61209,0.185013,2.36597,0.174089,0.106515,0.0,0.00535553,0.627586,0.0,0.592367,269.151,38.1601,36.151,25.6075,2.47385,21.779,11.3626,9.00455,4.12303,0.226095,0.219819,0.0621345,0.0,0.161109,0.220015,0.0307694
0.788144,0.270651,0.540509,0.0157432,2.56025,0.512005,0.0275027,0.694072,0.547459,0.468043,3.5391,0.512448,0.263281,0.346734,0.629049,0.00949113,0.53801,5.35015,2.58523,2.97103,1.85922,0.809581,0.566712,1.48875,0.0134389,1.0402,1.41245,0.886235,2.54112,0.400602,2.02253,0.313301,1.40174,0.57989,0.280563,0.0,0.0394516,1.10749,0.0268756,0.671241,270.785,59.9641,82.5608,15.0995,2.78719,36.5715,17.5577,4.02133,2.69795,0.0668843,0.102974,0.15963,0.0258114,0.0695912,0.202021,0.0488183
1.20758,0.481558,0.599156,0.0669347,3.09596,0.580795,0.0,0.593194,0.800336,0.499169,3.92648,0.721632,0.127481,0.384702,0.764201,0.075605,0.0902458,1.05063,3.28846,2.39797,2.40959,0.530128,0.373804,4.94343,0.0326749,1.39386,2.12353,1.45844,3.87989,0.517312,2.77897,0.27201,2.6692,0.65154,0.547488,0.0125456,0.0206785,0.994775,0.0807332,0.64659,524.077,84.0098,412.332,69.3647,4.81847,39.1156,40.4145,23.3938,22.2293,0.321832,0.275383,0.220782,0.0842147,0.219745,0.354666,0.0694126
