RASSF2,ASPA,FTSJ2,TMEM145,DKFZp547O146,CARD19,CTRC,ZNF324,MUL1,BOP1,SP1,SUGT1P1,RPS2P32,ZFP82,EIF2B2,MAGEL2,BCRP3,RACH1,RC3H1,FUS,TXNDC11,ZNF512B,GLIS2,AFF3,SPATA41,BRWD3,BMS1P4,NAA40,EIF5B,BAMBI,PHACTR4,DCAF4,IFI16,PARP2,ANKRD45,TMEM258,SLC5A7,MZF1,CLECL1,NBPF3,KLK3,KLK2,ACPP,TMPRSS2,AR,NKX3-1,STEAP2,FKBP5,CAMKK2,MKI67,TOP2A,CCNB1,CCNE1,CDK1,AURKA,BIRC5
0.291861,0.0505863,0.178193,0.0808085,0.991033,0.043039,0.0,0.296145,0.220745,0.115113,1.18367,0.0643545,0.0,0.148423,0.235426,0.0,0.0278454,1.21156,0.867304,0.833918,0.613973,0.328754,0.165283,1.57718,0.0304933,0.271367,0.865342,0.332281,0.394657,0.281794,0.751044,0.0334607,0.318066,0.117832,0.250266,0.0,0.00681294,0.366565,0.0128689,0.118673,116.755,29.0668,20.4877,7.95045,1.02319,12.5093,7.37612,3.64812,1.79292,0.0451597,0.0243482,0.0971904,0.0,0.130348,0.079059,0.0946371
0.722022,0.101336,0.420831,0.0,0.638647,2.83032,0.0,1.38109,1.90387,3.32433,2.64231,0.472851,0.0,0.120136,1.86268,0.0,1.48629,0.254445,1.28675,17.4474,2.47078,2.77575,5.72092,1.25883,0.0487991,0.454722,0.62918,0.904251,0.243714,0.458135,0.0928994,0.356935,0.650198,0.324994,0.13412,0.0324952,0.00362902,15.6096,0.00304644,0.939831,2403.89,357.784,50.9277,14.8054,1.20237,15.8051,10.9373,3.44329,1.88828,0.116598,0.0296995,0.0431606,0.0205653,0.0257063,0.264704,0.0538421
0.536274,0.450609,0.823941,0.13023,2.69552,0.555554,0.0,0.560935,0.825892,0.391826,3.2537,0.294397,0.146592,0.497058,0.752438,0.0080995,0.0,0.465154,1.56745,3.09214,2.24092,0.775415,0.144315,4.70628,0.0409118,0.866501,0.685102,0.579528,3.16273,1.90339,2.13882,0.415881,0.819135,0.713536,0.0524061,0.0,0.0621781,1.13269,0.121014,0.822303,434.18,104.44,202.419,41.3519,6.86506,38.2552,32.2594,10.021,17.4461,0.609806,0.441132,0.465141,0.136843,0.520608,0.257585,0.21409
0.64397,1.68995,0.79929,0.0,1.85115,0.0,0.0,0.586544,0.311422,0.241107,2.95847,0.0741726,0.0,0.287807,0.684048,0.0,0.0,3.06839,2.05607,2.83092,1.59853,0.936325,0.990624,1.71696,0.0206859,0.554489,0.67434,0.598034,2.90749,0.395712,1.21385,0.288553,1.6999,0.257285,0.316104,0.0,0.0,0.897457,0.0,0.51874,105.371,22.9108,29.5827,11.9731,2.99539,15.0079,7.87458,2.90587,3.98438,0.0327657,0.0932693,0.0,0.0,0.3703,0.0713293,0.0552553
1.11997,0.21501,1.11545,0.0380294,4.23837,1.41359,0.0329804,0.816237,1.05751,1.1164,3.3838,0.537148,0.138234,0.432969,1.45209,0.0,0.478362,1.58553,2.28824,5.48074,2.13246,1.06303,1.33096,2.88855,0.00539338,1.01616,0.773888,0.658902,3.48143,0.662732,1.81557,0.28511,1.69812,0.631376,0.157147,0.0,0.0224903,1.73905,0.0367977,0.580554,810.285,90.835,89.3674,15.6476,3.45472,53.5487,26.5199,5.74088,5.59227,0.243558,0.188893,0.169816,0.0622734,0.136214,0.17823,0.047876
1.7325,0.194743,0.628621,0.012826,1.98624,0.489274,0.0,0.679256,0.757593,0.610864,3.03048,0.176491,0.137645,0.315267,0.858642,0.0428254,0.296914,2.52276,2.09712,3.22094,1.65739,1.01061,1.34788,1.76221,0.0284441,0.831857,0.880689,0.671743,2.57373,0.439224,1.50488,0.2601,1.76748,0.653977,0.186303,0.0,0.0296937,1.29819,0.0123666,0.445562,257.229,76.6017,31.0439,13.0702,3.02882,17.7623,15.0402,4.84346,2.94075,0.141455,0.266941,0.0916643,0.0443499,0.128207,0.124733,0.127256
1.54499,0.199456,0.619154,0.037621,2.09938,0.630866,0.0,0.689162,0.565799,0.681941,3.95201,0.281211,0.183557,0.318295,0.640535,0.0188052,0.320713,1.21376,2.12609,3.32473,1.81561,0.790486,0.909209,1.49646,0.0624382,0.970159,0.800229,0.952265,2.49428,0.258394,1.55372,0.306995,2.39131,0.572935,0.161513,0.0,0.0115712,1.35897,0.132831,0.397373,205.522,46.6391,44.4194,15.9297,2.13703,24.8183,9.57945,13.3832,4.38489,0.339292,0.244674,0.1943,0.0438391,0.410165,0.0619313,0.160704
0.851733,0.282596,0.927351,0.138506,2.19312,0.903277,0.0,0.792599,1.00263,2.16766,3.6557,0.25998,0.231081,0.569646,1.13299,0.00879648,0.279374,0.72633,2.54881,3.92885,2.20901,1.07397,0.765925,2.41839,0.0296327,1.18365,1.26808,1.14556,3.39574,0.235941,2.10427,0.522183,1.21909,0.72119,0.151304,0.0,0.0150493,1.47256,0.0461322,0.564534,226.996,91.0368,72.7492,22.3776,5.61429,42.0792,19.5364,15.5322,4.92847,0.522199,0.906448,0.375157,0.0681674,0.485303,0.4245,0.41087
1.31716,0.217306,0.948066,0.0580941,3.27554,0.652577,0.0,1.50412,0.85156,0.957711,4.3997,0.296097,0.160196,0.274958,0.624639,0.0284224,0.19647,2.38792,3.20913,3.56741,1.97225,1.06781,1.04125,1.7542,0.080293,1.18414,1.12845,1.46918,2.78144,0.350098,1.93865,0.352842,2.02819,0.548493,0.187589,0.0,0.00434885,2.36393,0.136433,0.800751,193.264,54.3782,80.475,15.4885,3.63329,30.5549,14.0544,8.24514,4.56403,0.158193,0.143847,0.203213,0.0784186,0.174841,0.0715902,0.15912
0.801572,0.0822587,0.902528,0.0282998,2.36535,0.407672,0.0,0.454124,0.587958,1.14049,3.18062,0.0700945,0.0257024,0.19242,0.61258,0.0181651,0.382373,1.15773,1.98141,2.88331,1.90776,0.88241,0.736161,4.95677,0.050324,1.00358,0.69727,0.903981,3.69354,0.559117,1.89584,0.481036,1.41461,0.697715,0.142138,0.0,0.0,1.18799,0.0278252,0.754577,366.038,70.4445,21.9208,20.4361,6.16344,60.7834,29.2723,5.48678,6.55301,0.552069,0.802995,0.284703,0.0515373,0.64413,0.344805,0.325674
