,ZC3H14,SLTM,HSD11B1L,TMEM176B,CADM3,RGAG4,CNTF,LIN7A,PRR15,C1QTNF7,CD109,SYT17,RPS10,TOP2B,RBBP7,UBE2G1,RHOC,ARMC4,CASP5,CHRD,CHCHD6,ANXA6
GSM1817957,-1.1853602514463213,-0.8275632846762038,-0.5532496597076936,0.683971162555652,-0.17635768526827772,-0.43135655792065947,-1.3676637132101843,-2.3023509502335053,-0.6172946605313848,-0.5220720216434792,-0.584973047958976,-0.9060839546267643,-0.14900598907582352,-0.7901603424971164,-0.1490059890758237,-0.3440544781359138,-0.06753206734873633,1.0828657198996072,-2.3023509502335044,-0.5220720216434855,0.3440544781359133,0.5220720216434771
GSM1817958,-0.6502725242301398,-0.9906137247179178,-1.1326298773631465,-1.719276416583523,-1.1853602514463206,-1.1326298773631456,-0.06753206734873586,0.6502725242301401,-0.8661579011539964,-0.43135655792066013,-0.4313565579206616,-1.3020528550238815,0.6172946605313834,-0.6839711625556537,-0.5849730479589746,-0.0946138500057156,1.5201467344210555,1.3676637132101848,1.3676637132101845,-0.7538284716805277,0.4913924280883676,1.2415993798353313
GSM1817959,-0.20384159360707887,0.3728332458690809,0.8661579011539947,0.9060839546267645,0.9060839546267645,-0.2592957200423345,-1.5201467344210546,0.6172946605313823,1.0828657198996043,-0.0946138500057133,1.1326298773631476,2.302350950233453,-1.8512969419333172,0.17635768526828108,-1.6117604804485846,-0.9060839546267648,0.6502725242301399,0.2592957200423363,0.09461385000571473,-0.1490059890758298,-0.14900598907582427,-0.14900598907582818
GSM1817960,-1.0356410487436116,-0.2873130463165983,0.5220720216434813,0.7184627414058271,0.34405447813591356,1.5201467344210575,1.4397353077882853,-1.0356410487436116,0.40192329856508524,0.990613724717917,0.3440544781359125,1.2415993798353342,0.9475048819939887,0.4913924280883694,1.035641048743613,-1.4397353077882855,0.7538284716805229,2.0265618864447874,-0.040499588960281385,0.04049958896027639,-0.20384159360707865,2.302350950233498
GSM1817961,0.013496592744814984,1.0828657198996055,0.6839711625556572,0.6172946605313827,-0.37283324586908156,0.06753206734873829,0.6502725242301404,1.1853602514463228,0.9475048819939846,0.3728332458690837,-0.5532496597076947,0.461167285318793,0.6502725242301413,0.9906137247179184,-0.3728332458690814,0.9906137247179149,-1.035641048743612,0.5220720216434805,-1.3020528550238806,-1.302052855023886,1.2415993798353353,-1.5201467344210586
GSM1817962,-0.1763576852682783,-0.4913924280883687,-0.315557113180577,0.5849730479589763,0.9475048819939881,-0.6839711625556543,0.5220720216434809,-0.7184627414058261,0.20384159360707635,-0.5532496597076931,1.4397353077882846,1.0356410487436112,-0.013496592744813424,-0.46116728531879103,-0.827563284676201,0.7901603424971179,-0.17635768526827864,-0.827563284676202,1.4397353077882846,0.4313565579206564,1.3020528550238826,-1.0828657198996103
GSM1817963,1.7192764165835246,0.0404995889602797,0.40192329856508896,-1.367663713210184,0.25929572004233703,-1.719276416583522,-1.439735307788284,-0.8275632846762019,-0.7184627414058291,-0.7538284716805213,-0.6502725242301404,2.0265618864447887,0.04049958896028269,1.13262987736315,-5.20693340489163,-1.035641048743613,-0.2038415936070792,0.7184627414058266,0.49139242808836714,-0.8275632846762071,0.7538284716805235,-2.0265618864447905
GSM1817964,0.9060839546267642,-0.20384159360708087,5.206933404989619,-0.37283324586908184,1.8512969419333187,1.7192764165835261,0.4313565579206619,-0.25929572004233614,0.17635768526827592,1.719276416583525,-0.14900598907582502,1.367663713210184,-0.5849730479589744,0.9060839546267663,0.9060839546267649,1.2415993798353337,2.0265618864447155,5.206933404989618,-0.8275632846762018,-2.026561886444792,0.9906137247179165,1.4397353077882813
GSM1817965,1.6117604804485866,-0.9060839546267654,1.6117604804485872,-0.906083954626763,-0.2873130463165957,-0.3728332458690806,-1.185360251446321,-0.5532496597076942,-0.12176501233058636,-0.17635768526827741,-0.49139242808836725,0.8661579011539933,1.9315553741990308,0.5532496597076969,-1.7192764165835226,0.8275632846762012,-1.367663713210185,-1.1853602514463215,-0.4611672853187931,-0.5849730479589808,0.8275632846762029,5.2069334049896145
GSM1817966,-1.241599379835334,-1.5201467344210569,0.9060839546267647,-0.7901603424971182,-0.8661579011539925,-0.0404995889602797,-0.9060839546267633,1.0828657198996074,0.9060839546267611,0.9475048819939884,1.3676637132101845,0.12176501233058305,0.5532496597076958,-1.7192764165835215,0.09461385000571565,0.8661579011539927,-0.5220720216434805,0.3440544781359128,0.4019232985650882,-0.9475048819939926,2.302350950233502,-1.0356410487436154
GSM1817967,-0.7901603424971185,-1.85129694193332,0.17635768526827963,5.206933404989619,-0.617294660531381,-0.06753206734873443,-1.2415993798353337,0.23147992011475038,-0.1490059890758276,1.6117604804485872,-0.6839711625556564,-0.37283324586908306,-0.10817949123227935,-5.206933404891628,0.5220720216434815,1.1326298773631467,1.082865719899607,1.8512969419333183,-0.9475048819939872,-0.7184627414058313,-0.52207202164348,-0.06753206734873968
GSM1817968,1.035641048743612,-0.4611672853187951,-0.06753206734873539,1.2415993798353355,0.06753206734873723,0.5220720216434823,-0.013496592744814268,1.439735307788285,-0.06753206734873911,-0.231479920114749,-0.9475048819939879,-0.16266666914858485,-0.06753206734873501,-0.3728332458690801,-0.8661579011539925,0.6502725242301388,0.617294660531382,0.2038415936070792,-0.4313565579206611,1.4397353077882797,-0.5849730479589752,1.5201467344210522
GSM1817969,-0.5220720216434802,-0.3155571131805796,0.43135655792066235,-0.4019232985650873,1.0828657198996074,-0.5220720216434787,-0.5220720216434801,-1.1326298773631471,0.5220720216434777,-0.06753206734873515,-0.7538284716805229,-1.7192764165835244,1.3676637132101859,-0.17635768526827625,-0.9060839546267626,1.0828657198996061,-1.2415993798353344,-0.990613724717916,-0.7538284716805222,-1.1326298773631525,0.14900598907582543,-1.132629877363151
GSM1817970,-0.5532496597076941,-0.09461385000571615,-1.5201467344210542,1.611760480448587,-0.4611672853187924,-0.9475048819939857,1.185360251446323,-0.34405447813591244,-0.3728332458690853,0.4913924280883681,-0.7184627414058266,-0.5849730479589763,-1.7192764165835226,0.013496592744817062,0.4019232985650891,-0.43135655792066246,-0.34405447813591267,-0.491392428088367,0.6172946605313822,5.206933404989613,-0.06753206734873578,0.8661579011539905
GSM1817971,-0.06753206734873601,-1.7192764165835255,0.9475048819939883,2.302350950233482,-1.8512969419333174,-1.1853602514463197,1.1326298773631482,-0.9475048819939874,-1.7192764165835266,-0.3155571131805767,0.6172946605313818,1.185360251446322,-0.43135655792066,-1.3020528550238786,0.5532496597076956,0.17635768526827758,0.8275632846762023,0.1217650123305837,-1.6117604804485854,0.401923298565083,0.3155571131805784,1.0828657198996037
GSM1817972,-0.4611672853187931,1.1853602514463208,-1.30205285502388,0.4913924280883677,0.5849730479589763,0.6839711625556582,0.4913924280883675,0.14900598907582513,-0.3155571131805807,1.3676637132101856,-0.12176501233058377,-0.16266666914858485,0.2732776457487594,-0.20384159360707682,-0.4913924280883659,0.6839711625556552,-0.04049958896028159,0.2873130463165966,0.7538284716805229,2.3023509502333788,-0.5532496597076939,-0.23147992011475357
GSM1817973,-0.1490059890758245,-1.3676637132101865,-0.7538284716805218,-1.0828657198996061,-1.7192764165835226,0.9060839546267657,1.0828657198996077,-0.09461385000571425,0.3728332458690798,-0.718462741405825,0.5532496597076942,0.40192329856508746,-1.3020528550238797,-1.4397353077882822,0.8275632846762034,0.5849730479589745,1.2415993798353346,0.5849730479589758,1.5201467344210555,-0.3728332458690875,0.6839711625556568,-0.5532496597076978
GSM1817974,0.9475048819939877,0.5220720216434788,0.2592957200423372,-0.6839711625556555,0.8275632846762031,0.9906137247179179,1.7192764165835248,0.40192329856508824,1.7192764165835215,1.8512969419333192,-0.5220720216434808,-0.7901603424971194,0.1900817432988235,0.6502725242301424,-0.43135655792066024,0.23147992011474902,-0.8275632846762021,0.7901603424971191,-0.31555711318057766,0.3440544781359077,0.12176501233058419,0.37283324586907923
GSM1817975,1.132629877363148,0.6172946605313804,0.7901603424971199,-0.344054478135912,0.6172946605313828,1.2415993798353366,-0.25929572004233586,-0.3728332458690823,0.7184627414058237,0.7184627414058276,0.7184627414058262,-0.4313565579206619,1.132629877363149,0.2038415936070815,-0.4611672853187923,-0.40192329856508907,-0.43135655792066135,0.4913924280883671,5.206933404989617,0.7538284716805179,-5.20693340489163,0.12176501233058029
GSM1817976,-1.3020528550238806,-1.6117604804485874,1.4397353077882857,0.09461385000571523,0.40192329856508885,-0.5532496597076926,1.0356410487436123,-0.20384159360707896,1.439735307788282,0.9060839546267648,-0.8661579011539938,-1.6117604804485863,0.7901603424971203,-2.0265618864447847,0.149005989075826,-0.5220720216434817,0.5532496597076945,0.9906137247179161,-0.2873130463165964,-2.30235095023351,0.947504881993988,0.827563284676199
GSM1817977,0.6502725242301403,5.206933404989616,0.7184627414058273,0.013496592744815352,-1.271247079369383,0.14900598907582677,5.206933404989618,-0.3155571131805777,-0.43135655792066413,2.3023509502335093,1.1853602514463224,-0.6502725242301407,-0.6172946605313807,0.9475048819939899,0.20384159360708023,-5.206933404891632,-1.6117604804485859,-0.65027252423014,-0.23147992011474997,-0.8661579011539986,-0.866157901153993,-0.12176501233058692
GSM1817978,2.0265618864447896,0.20384159360707746,-0.8661579011539927,0.2592957200423369,-1.4397353077882835,0.5532496597076964,-0.6839711625556557,0.013496592744814902,-1.520146734421058,-1.3020528550238795,-1.1853602514463217,-0.6839711625556567,-0.34405447813591133,-0.12176501233058118,0.12176501233058475,1.8512969419333172,-1.1326298773631476,-1.7192764165835237,-1.0356410487436116,0.9060839546267588,-1.185360251446321,-0.6172946605313854
GSM1817979,0.20384159360707946,0.9906137247179143,-2.026561886444786,0.827563284676203,-0.040499588960280726,5.20693340498962,1.3020528550238826,0.8275632846762025,0.7538284716805201,0.79016034249712,0.4913924280883668,0.3155571131805773,-0.2038415936070779,1.6117604804485886,5.206933404989619,-0.49139242808836814,0.31555711318057783,0.43135655792066147,0.9475048819939874,0.17635768526827372,-0.7538284716805221,0.9906137247179126
GSM1817980,-0.718462741405826,-2.0265618864447887,-0.6172946605313812,-0.013496592744814052,1.3020528550238826,-0.46116728531879153,0.09461385000571501,-1.241599379835334,0.6172946605313793,0.31555711318057894,-0.46116728531879364,-1.0828657198996074,-0.7011129892122171,-0.9060839546267613,1.3020528550238832,-0.9475048819939887,0.5849730479589756,-0.683971162555656,-0.06753206734873611,-0.1763576852682836,0.43135655792066196,0.20384159360707577
GSM1817981,0.6172946605313824,-0.431356557920663,0.6172946605313829,-0.6502725242301395,1.7192764165835246,-1.302052855023879,0.9060839546267643,0.5532496597076947,0.31555711318057506,2.026561886444785,-1.302052855023881,0.9906137247179154,-0.3728332458690812,-1.1853602514463193,0.9475048819939885,-0.17635768526827975,-0.28731304631659665,1.7192764165835244,0.790160342497119,-1.7192764165835288,1.0828657198996077,-0.4019232985650913
